GTIN,DESCRIPTION,DEPARTMENT,COMMODITY,ITEM_SUBMISSION_DATE
00074170451146,SH CTR DRIES INSTANTLY TOP COAT 19IV,Beauty,Makeup,2023-12-15 15:25:00.000
00051000212443,"Campbell's Condensed 98% Fat Free Cream of Mushroom Soup, 22.6 Ounce Can",Pantry,Canned Foods,2023-12-01 06:23:00.000
00072940119197,Red Gold Salsa Black Bean and Corn 15.5oz,Pantry,Condiments & Salad Dressings,2023-12-08 13:14:00.000
00072940119197,Red Gold Salsa Black Bean and Corn 15.5oz,Pantry,International,2023-12-08 13:14:00.000
00073930568964,DUO .18OZ BRUSH DRK,Beauty,Makeup,2024-01-05 09:39:00.000
00074170421132,SH SPG PURPLEXED 7ml 15IV,Beauty,Makeup,2023-12-19 19:26:00.000
00051000024305,"Swanson 100% Natural Chicken Broth, 49.5 Oz Can",Pantry,Canned Foods,2023-12-03 13:01:00.000
00077567002853,Popsicle Ice Cream SpongeBob Facepiece 20 PK,Frozen Foods,Ice Cream,2023-12-21 09:01:00.000
00090478216270,Jarritos Pineapple 1.5 LT,Pantry,International,2024-01-12 14:03:00.000
00090478216270,Jarritos Pineapple 1.5 LT,Beverages,Soda & Pop,2024-01-12 14:03:00.000
00074170461183,SH XW BLUE BLITZ 19IV,Beauty,Makeup,2024-01-10 15:52:00.000
00041508800082,S. PELLEGRINO Spring Water Mwt Spkg rPET96(24x50),Beverages," Sparkling Water & Seltzer Water",2023-12-15 10:41:00.000
00762111093332,STARBUCKS Crème Brulee Ground Coffee K-Cup Pods 10 Count 3.4oz Box,Beverages,Coffee,2024-01-23 08:38:00.000
00070969001110,SPICE WORLD GARLIC MINCED 32 OZ,Pantry,Spices & Seasonings,2023-12-19 13:11:00.000
10810521010054,St. Jude Clear Glass Green Candle,Home Décor,Candles & Home Fragrances,2023-12-07 16:19:00.000
00851861006126,Health-Ade Pink Lady Apple Probiotic Kombucha 16oz,Beverages,Tea & Kombucha,2023-12-05 12:14:00.000
00075486091828,US Antioxidant+ SunMist SPF30 3.4 oz,Beauty,Sun & Tanning,2023-12-20 11:03:00.000
00075486091828,US Antioxidant+ SunMist SPF30 3.4 oz,Personal Care,Sun & Tanning,2023-12-20 11:03:00.000
00747479001175,ALFREDO SAUCE-GARLIC 6/15 OZ,Pantry,Pasta & Pasta Sauces,2023-12-18 14:16:00.000
00793099102709,Don Julio 18 oz Don Julio Southwest Style Tortilla Chips,Pantry,Snacks,2024-01-12 17:07:00.000
00063668362033,"Green Forest Paper Towels, 100% Recycled, ""Size Your Own"", 3 Rolls, 104 Sheets/Roll",Cleaning and Household,Paper Products,2024-01-05 16:07:00.000
00063668362033,"Green Forest Paper Towels, 100% Recycled, ""Size Your Own"", 3 Rolls, 104 Sheets/Roll",Cleaning and Household,Paper Products,2024-01-05 16:07:00.000
00037000853794,"Crest + Scope Complete Whitening Toothpaste, Minty Fresh, 5.4 oz, Pack of 2",Personal Care,Oral Care,2023-12-18 05:09:00.000
00070690023375,"FISHER CHEF'S NATURALS PECAN HALVES, 16 OUNCE RESEALABLE BAG",Pantry,Baking & Cooking,2023-12-19 09:13:00.000
00723787943567,GLACIER PANSY/VIOLA 4,Floral,Ferns & Outdoor Floral,2024-01-19 16:34:00.000
00035000530325,FABULOSO REGULAR BUCKET DILUTED CLEANER LAVENDER,Cleaning and Household,Cleaning Supplies,2024-01-16 14:14:00.000
00858089003210,"Halo Top Oatmeal Cookie Light Ice Cream Pint, 16 fl oz",Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00043427111171,LIEBER'S POTATO CHIPS WAFFLE,Pantry,Snacks,2024-01-09 14:24:00.000
00037000773993,"Olay Moisture Ribbons Plus Shea + Notes of Peony Blossom Body Wash, 18 fl oz",Personal Care,Bath & Body,2023-12-15 21:46:00.000
20073010712861,"TAMPAX Pocket Pearl, Regular, Plastic Tampons, Unscented, 16 Count",Personal Care,Feminine Care,2024-01-10 06:13:00.000
40037000908133,"Always Infinity Size 5 Extra Heavy Overnight Sanitary Pads with Wings, Unscented, 22 Count",Personal Care,Feminine Care,2024-01-11 20:17:00.000
00072554870262,"Crunch Dipped Vanilla, Vanilla Caramel and Vanilla Fudge Cones",Frozen Foods,Ice Cream,2024-01-04 16:27:00.000
20073010710379,Tampax PEARL Tampons Super,Personal Care,Feminine Care,2024-01-12 13:02:00.000
00036200002186,RAGU CC DBL CHEDDAR 12 16 OZ,Pantry,Pasta & Pasta Sauces,2023-12-21 13:25:00.000
00036200002186,RAGU CC DBL CHEDDAR 12 16 OZ,Pantry,Condiments & Salad Dressings,2023-12-21 13:25:00.000
00023604213652,Twangerz Lime 1.15oz Shaker,Beverages,Drink Mixes & Beverage Enhancers,2023-12-05 09:21:00.000
00037000970828,"Febreze Unstopables FRESH Air Freshener, 8.8 oz",Home Décor,Candles & Home Fragrances,2024-01-12 10:27:00.000
00013562001422,Annie's Organic Grass Fed Shells & White Cheddar Macaroni & Cheese,Pantry,Packaged Meals & Sides,2024-01-19 06:21:00.000
00033844002503,"Badia Organic Turmeric Powder, 2 oz",Pantry,Spices & Seasonings,2023-12-12 18:28:00.000
00041390030703,KKMN SP MX-MISO TOFU,Pantry,International,2024-01-15 18:15:00.000
00041390030703,KKMN SP MX-MISO TOFU,Pantry,Canned Foods,2024-01-15 18:15:00.000
00021900982548,"Tom's Ridges Potato Chips, Mesquite BBQ, 2.5 Oz Snack Bag",Pantry,Snacks,2024-01-19 06:52:00.000
00037000945703,"Crest Pro Health Advanced Alcohol Free Anticavity Fluoride Mouthwash Extra Deep Clean Fresh Mint Contains CPC (cetylpyridinium chloride) Inactive Ingredient, 1 L (33.8 fl oz)",Personal Care,Oral Care,2023-12-18 05:03:00.000
00079656004229,Banana Boat Sport Ltn SFP30 Bonus 10oz,Personal Care,Sun & Tanning,2023-12-19 13:52:00.000
10719812011544,OXO SW LOCK AND GO CAN OPENER,Kitchen & Dining,Kitchen Tools & Gadgets,2023-12-11 14:53:00.000
00071879800022,JENNIES G/F MACAROON CHOCO CHIP,Pantry,International,2024-01-04 12:42:00.000
00091404518109,KLEIN'S -1/2 GAL-NEOPOLITAN,Frozen Foods,Ice Cream,2024-01-15 11:59:00.000
00858089003067,"Halo Top Chocolate Light Ice Cream, 16 fl oz Pint",Frozen Foods,Ice Cream,2023-12-26 16:10:00.000
00893072002184,La Tortilla Oven Best Seller Tortilla Warmer,Kitchen & Dining,Kitchen Tools & Gadgets,2023-12-29 12:41:00.000
00077544152403,OSEM P MASHED POTATOES,Pantry,Packaged Meals & Sides,2024-01-08 13:25:00.000
00077544152403,OSEM P MASHED POTATOES,Pantry,International,2024-01-08 13:25:00.000
00017000193366,Keratin Color & Moisture - Jet Black Crème 1.0 2.03 oz,Personal Care,Hair Care,2023-12-11 20:19:00.000
00017000193366,Keratin Color & Moisture - Jet Black Crème 1.0 2.03 oz,Beauty,Hair Care,2023-12-11 20:19:00.000
00817885000403,Slap Ya Mama Red Beans & Rice,Pantry,Canned Foods,2023-12-11 12:12:00.000
00817885000403,Slap Ya Mama Red Beans & Rice,Pantry,"Grains, Beans & Rice",2023-12-11 12:12:00.000
00817885000403,Slap Ya Mama Red Beans & Rice,Pantry,International,2023-12-11 12:12:00.000
00073010024113,"Tampax Radiant Tampons Duo Pack, Regular/Super Absorbency with BPA-Free Plastic Applicator and LeakGuard Braid, Unscented, 28 Count",Personal Care,Feminine Care,2024-01-18 14:47:00.000
40073010712889,"TAMPAX Pocket Pearl, Super, Plastic Tampons, Unscented, 16 Count",Personal Care,Feminine Care,2024-01-10 06:13:00.000
00073010711396,"Tampax Pearl Tampons Duo Multipack, with LeakGuard Braid, Regular/Super Absorbency, Unscented, 34 Count",Personal Care,Feminine Care,2023-12-18 13:56:00.000
00073010711396,"Tampax Pearl Tampons Duo Multipack, with LeakGuard Braid, Regular/Super Absorbency, Unscented, 34 Count",Personal Care,Feminine Care,2023-12-18 13:56:00.000
00099900972418,100 GRAND Fun Size Choc Bar 10 oz Bag,Candy,Chocolate,2024-01-18 12:15:00.000
00099900972418,100 GRAND Fun Size Choc Bar 10 oz Bag,Candy,Chocolate,2024-01-18 12:15:00.000
00086800872757,"Neutrogena Beach Defense Face & Body Sunscreen Stick SPF 50+, 1.5 oz",Beauty,Sun & Tanning,2024-01-10 10:08:00.000
00086800872757,"Neutrogena Beach Defense Face & Body Sunscreen Stick SPF 50+, 1.5 oz",Personal Care,Sun & Tanning,2024-01-10 10:08:00.000
00030047200286,Popcorn Large Onion Garlic,Pantry,Snacks,2024-01-11 09:32:00.000
00033844007164,Ancho,Pantry,Spices & Seasonings,2023-12-12 18:58:00.000
00011110421579,KRO SPRING WATER 2.5G,Beverages,Water,2023-12-27 08:32:00.000
00011110421579,KRO SPRING WATER 2.5G,Beverages,Water,2023-12-27 08:32:00.000
00041313017637,Lemon Pepper #16,Pantry,Spices & Seasonings,2023-12-15 14:16:00.000
00035751111095,Bon Appetit Cheese & Berries Danish  5oz,Pantry,Snacks,2024-01-11 13:36:00.000
00079200131166,Sweetarts Giant Chewy Candies 1.35 Ounce Rollwrap,Candy,Gummy & Chewy,2023-12-07 13:20:00.000
00079200131166,Sweetarts Giant Chewy Candies 1.35 Ounce Rollwrap,Candy,Gummy & Chewy,2023-12-07 13:20:00.000
00074170454277,SH INSTA DRI N/P 9.17ML GREASELIGHTNG IV,Beauty,Makeup,2024-01-03 09:40:00.000
00047495120011,Nature's Bakery Whole Wheat Strawberry 2oz Fig Bar,Pantry,Snacks,2024-01-08 08:27:00.000
00072554112058,Vanilla Fudge Swirl and Vanilla Caramel Swirl Sundae Cones,Frozen Foods,Ice Cream,2024-01-04 16:33:00.000
00043427195089,Yellow Cake Mix,Pantry,Baking & Cooking,2024-01-09 09:51:00.000
00051000234063,"Campbell's Chunky Soup, Chicken Tortilla Soup with Grilled White Meat Chicken, 18.6 Oz Can",Pantry,Canned Foods,2023-12-01 06:37:00.000
00310158830573,SENSODYNE PRONML 4OZ TWIN 2X6X4OZ GENTLE WHTNG,Personal Care,Oral Care,2023-12-20 08:03:00.000
00310158830573,SENSODYNE PRONML 4OZ TWIN 2X6X4OZ GENTLE WHTNG,Personal Care,Oral Care,2023-12-20 08:03:00.000
10072310001616,"Bigelow Spiced Chai, Black Tea, Tea Bags, 120 ct (case of 6 boxes)",Beverages,Tea & Kombucha,2023-12-06 00:34:00.000
00730127100146,KVUZAT YAVNE OLIVES BLACK SLCD,Pantry,International,2024-01-08 12:50:00.000
00812084030305,Cosset Bath Marble Love Me,Beauty,Bath & Body,2023-12-20 10:17:00.000
00812084030305,Cosset Bath Marble Love Me,Personal Care,Bath & Body,2023-12-20 10:17:00.000
00812084030343,Cosset Bath Marble Tahitian Vanilla,Beauty,Bath & Body,2023-12-19 14:38:00.000
00812084030343,Cosset Bath Marble Tahitian Vanilla,Personal Care,Bath & Body,2023-12-19 14:38:00.000
00012993221294,8pk Sparkling Water Orange,Beverages," Sparkling Water & Seltzer Water",2024-01-04 10:56:00.000
00012993221294,8pk Sparkling Water Orange,Beverages," Sparkling Water & Seltzer Water",2024-01-04 10:56:00.000
10305210269238,Vaseline Skin Care Original 32 0.25 OZ,Beauty,Makeup,2024-01-18 16:22:00.000
10733411177708,Rich and balanced with notes of caramel and chocolate,Beverages,Coffee,2023-12-13 08:44:00.000
10732153027425,EPIC Homestyle Savory Chicken Bone Broth,Pantry,Canned Foods,2024-01-15 10:05:00.000
10732153027425,EPIC Homestyle Savory Chicken Bone Broth,Pantry,Canned Foods,2024-01-15 10:05:00.000
00887725000061,Electrolit Lemon-Lime Electrolyte Drink 21 fl oz,Pantry,International,2023-12-18 06:12:00.000
00887725000047,Electrolit Coconut Electrolyte Drink 21 fl oz,Beverages,Sports Drinks,2023-12-18 06:12:00.000
00077544489400,OSEM P SOUP MIX ONION,Pantry,Canned Foods,2024-01-08 13:27:00.000
00077544489400,OSEM P SOUP MIX ONION,Pantry,International,2024-01-08 13:27:00.000
00084685381715,LIPTON CHICKEN FLAVORED CONSOMME (PAREVE),Pantry,Canned Foods,2023-12-06 12:19:00.000
00084685381715,LIPTON CHICKEN FLAVORED CONSOMME (PAREVE),Pantry,International,2023-12-06 12:19:00.000
00052851662029,Sadaf Shiraz Lime Juice From Concentrate,Pantry,International,2024-01-15 16:56:00.000
00052851662029,Sadaf Shiraz Lime Juice From Concentrate,Pantry,Condiments & Salad Dressings,2024-01-15 16:56:00.000
00735375601254,TRADITION CHICKEN FLAVORED INSTANT NOODLE SOUP CUP,Pantry,Canned Foods,2023-12-15 09:52:00.000
00735375601254,TRADITION CHICKEN FLAVORED INSTANT NOODLE SOUP CUP,Pantry,International,2023-12-15 09:52:00.000
00030047535050,GOLDN FLUFF POTATO STIX 5PK,Pantry,Snacks,2024-01-04 16:46:00.000
00079625016321,FRESH PERFECTING BLENDER,Beauty,Makeup,2023-12-14 11:19:00.000
00022796916471,OGX COCONUT OIL WTLS HYD OILMIST118ML/4Z,Beauty,Hair Care,2023-12-21 13:16:00.000
00022796916471,OGX COCONUT OIL WTLS HYD OILMIST118ML/4Z,Personal Care,Hair Care,2023-12-21 13:16:00.000
00033157500130,VODKA SAUCE,Pantry,Pasta & Pasta Sauces,2023-12-15 17:06:00.000
00028400209779,Ruffles Double Crunch Potato Chips Hot Wings 2 3/8 Oz,Pantry,Snacks,2024-01-19 08:47:00.000
00036200430996,"Ragu Simply Chunky Marinara Pasta Sauce, Made with Olive Oil and Simply Delicious Ingredients that are Non-GMO Verified with No Added Sugars for a High Quality Italian Sauce, 24 OZ",Pantry,Pasta & Pasta Sauces,2023-12-22 10:14:00.000
00687735301154,Pacifica Stellar Gaze Length & Strength Mineral Mascara Supernova,Beauty,Makeup,2024-01-11 17:39:00.000
00074323095012,"Marinela Gansito Strawberry and Crème Filled Snack Cakes, Twin Pack, 3.53 oz",Pantry,Snacks,2024-01-04 15:17:00.000
00074323095012,"Marinela Gansito Strawberry and Crème Filled Snack Cakes, Twin Pack, 3.53 oz",Pantry,International,2024-01-04 15:17:00.000
00025675302457,Oodles Strawberry,Pantry,International,2023-12-21 10:25:00.000
00043427152402,LIEBER'S JUICE APPLE BRICK,Pantry,International,2024-01-09 14:53:00.000
00860000268721,"Strawberry, Keto Pint",Frozen Foods,Ice Cream,2024-01-17 08:29:00.000
00043427002769,LIEBER'S WALNUTS CHOPPED,Pantry,International,2024-01-09 15:26:00.000
00041335001683,Ken's Lite Sweet Vidalia Onion 16 fl. oz.,Pantry,Condiments & Salad Dressings,2024-01-19 07:27:00.000
20037000997164,"ALWAYS Radiant, Size 4, Overnight Sanitary Pads With Wings, Scented, 10 Count",Personal Care,Feminine Care,2024-01-10 15:19:00.000
40037000997168,"ALWAYS Radiant, Size 4, Overnight Sanitary Pads With Wings, Scented, 10 Count",Personal Care,Feminine Care,2024-01-10 15:19:00.000
00070420002175,ROKEACH GRANNY'S TOASTED MARSHMALLOWS,Pantry,International,2023-12-15 07:31:00.000
00072250011501,WONDER CLASSIC WHITE LOAF 16 OZ,Pantry,"Bread, Buns & Rolls",2024-01-12 08:58:00.000
00072700000529,MANISCHEWITZ YELLOW CAKE MIX,Pantry,Baking & Cooking,2024-01-12 02:48:00.000
00072700000871,MANISCHEWITZ GLUTEN FREE CELLO SOUP MIX,Pantry,International,2024-01-12 09:22:00.000
00072700000871,MANISCHEWITZ GLUTEN FREE CELLO SOUP MIX,Pantry,Canned Foods,2024-01-12 09:22:00.000
00071524156139,La Preferida Salsa Verde 16 oz (Medium heat),Pantry,International,2023-12-19 14:01:00.000
00071524156139,La Preferida Salsa Verde 16 oz (Medium heat),Pantry,Condiments & Salad Dressings,2023-12-19 14:01:00.000
10071524020895,LP White Hominy 12-29 oz,Pantry,Canned Foods,2024-01-09 17:28:00.000
00070640012633,"Blue Bunny Premium Pistachio Almond Frozen Dessert, 48 fl oz",Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00070640006632,"Bomb Pop Original Ice Pop, 12 Pack",Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00706010112923,Premium Marinara Sauce Barilla 24oz Sauce Jar USA,Pantry,Pasta & Pasta Sauces,2024-01-16 09:00:00.000
00044000034207,BELVITA SOFT BAKED BANANA COOKIES 8.8 OZ,Pantry,Cookies,2023-12-12 15:38:00.000
00889392010015,"CELSIUS Peach Mango Green Tea, Functional Essential Energy Drink 12 Fl Oz Single Can",Beverages,Energy Drinks,2024-01-16 14:12:00.000
00079656024517,"Banana Boat Kids Mineral Sunscreen Lotion SPF 50, 6 oz",Beauty,Sun & Tanning,2024-01-10 09:40:00.000
00079656024517,"Banana Boat Kids Mineral Sunscreen Lotion SPF 50, 6 oz",Personal Care,Sun & Tanning,2024-01-10 09:40:00.000
00076753040259,"GC NS LOAF PAN, MED 8x4",Kitchen & Dining,Bakeware,2023-12-15 18:17:00.000
00872629009579,Chuao Oh My S'mores  oz Bar (EA) single unit,Candy,Premium Chocolate,2023-12-01 15:11:00.000
00872629009579,Chuao Oh My S'mores  oz Bar (EA) single unit,Candy,Premium Chocolate,2023-12-01 15:11:00.000
00076808003895,Penne Gluten Free Barilla 12oz Pasta Box USA,Pantry,Pasta & Pasta Sauces,2024-01-16 08:40:00.000
00089036422000,CLASSIC HAZELNUT 375 ML,Beverages,Coffee,2023-12-07 11:19:00.000
00080000495242,STARKIST 2.6OZ CHUNK LIGHT TUNA WATER POUCH,Pantry,Canned Foods,2023-12-14 10:38:00.000
00754496111220,BONE SUCKIN HOT BONE SUCKIN SAUCE,Pantry,Condiments & Salad Dressings,2023-12-20 12:54:00.000
00070640015641,"Blue Bunny Load'd Sundaes Cookie Dough, Frozen Dessert Cup, 8.5 fl oz",Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00858629001065,Ting,Pantry,International,2024-01-17 10:22:00.000
00858629001065,Ting,Beverages,Soda & Pop,2024-01-17 10:22:00.000
00023400519637,Combat Max Roach Gel 6/30g Tray,Cleaning and Household,Pest Control,2023-12-18 11:35:00.000
00636711600408,Cascade Ice Orange Mango 17.2 oz,Beverages," Sparkling Water & Seltzer Water",2023-12-20 09:20:00.000
00636711605205,Cascade Ice Cranberry Pom 17.2 oz,Beverages," Sparkling Water & Seltzer Water",2023-12-20 09:20:00.000
00602652177583,"KIND Healthy Snack Bar, Blueberry Vanilla Cashew, 5g Protein, Gluten Free Bars, 1.4 OZ, (12 Count)",Pantry,Snacks,2024-01-05 09:31:00.000
00613008740382,"Arizona Mucho Mango 128 fluid ounces, plastic bottle",Beverages,Tea & Kombucha,2024-01-05 17:20:00.000
00012919122315,SEATTLE'S BEST COFFEE Post Alley Blend Ground Coffee 12oz Bag,Beverages,Coffee,2024-01-12 12:54:00.000
00747599321290,GHIRARDELLI Chocolate Assortment SweetHearts Gift for Valentines,Candy,Seasonal,2023-12-22 10:07:00.000
00799228011447,Dryel At-Home Dry Cleaner,Cleaning and Household,LAUNDRY,2023-12-08 12:42:00.000
10810521011013,St. Jude Virgen de Guadalupe Candle,Home Décor,Candles & Home Fragrances,2023-12-07 16:18:00.000
00813805002298,"efrutti Lunch Bag Gummi Candy 2.7 oz with induvdially wrapped mini burgers, fries, colas, and pizza.",Candy,Gummy & Chewy,2024-01-18 12:19:00.000
00813805002298,"efrutti Lunch Bag Gummi Candy 2.7 oz with induvdially wrapped mini burgers, fries, colas, and pizza.",Candy,Gummy & Chewy,2024-01-18 12:19:00.000
00022796640222,OGX CCNT CURLS AEROSOL MOUSSE 7.9Z/224G,Personal Care,Hair Care,2023-12-15 15:54:00.000
00044000028282,NABISCO BELVITA BREAKFAST BISCUIT BLUE BERRY COOKIES 1.76 OZ,Pantry,Cookies,2023-12-12 15:38:00.000
00072108010229,MoonPie® Marshmallow Sandwich Double Decker Banana Indiv  Wrapped Snack,Pantry,Snacks,2024-01-09 17:02:00.000
00020685002434,"Cape Cod Potato Chips, Pink Himalayan Salt & Red Wine Vinegar Kettle Cooked Chips, 6.5 Oz",Pantry,Snacks,2024-01-19 06:44:00.000
00020685002434,"Cape Cod Potato Chips, Pink Himalayan Salt & Red Wine Vinegar Kettle Cooked Chips, 6.5 Oz",Pantry,Snacks,2024-01-19 06:44:00.000
00073214009473,"Mezzetta Family Recipes Tomato Basil Sauce, 25 fl oz",Pantry,Pasta & Pasta Sauces,2024-01-09 13:36:00.000
00044000020323,RITZ LUNCHBOX CRACKERS MUNCH PACKS SUPERMIX CHEESE 12 OZ,Pantry,Snacks,2024-01-23 12:22:00.000
00044000020323,RITZ LUNCHBOX CRACKERS MUNCH PACKS SUPERMIX CHEESE 12 OZ,Pantry,Snacks,2024-01-23 12:22:00.000
10076001350526,CL EDES 18 oz. Jar Apple Cinnamon Crisp,Home Décor,Candles & Home Fragrances,2024-01-19 21:36:00.000
00044000045753,RITZ FAMILY SIZE FRESH STACKS CRACKERS 17.8 OZ,Pantry,Snacks,2024-01-09 10:31:00.000
00076410901848,"Lance Sandwich Crackers, Captain's Wafers Peanut Butter & Honey, Individual Snack Pack, 6 Sandwiches",Pantry,Snacks,2023-12-14 23:17:00.000
00084114108159,"Kettle Brand Potato Chips, Honey Dijon Kettle Chips, 8.5 Oz",Pantry,Snacks,2024-01-19 06:40:00.000
00022400393636,TRESemmé Shampoo Color Revitalize 828 ML,Beauty,Hair Care,2024-01-09 08:05:00.000
00022400393636,TRESemmé Shampoo Color Revitalize 828 ML,Personal Care,Hair Care,2024-01-09 08:05:00.000
00070640015566,"Blue Bunny Load'd Sundaes Bunny Tracks, Frozen Dessert Cup, 8.5 fl oz",Frozen Foods,Ice Cream,2023-12-26 16:09:00.000
00089087120115,D&G Jamaican Kola Champagne,Beverages,Soda & Pop,2024-01-17 10:28:00.000
00089087120115,D&G Jamaican Kola Champagne,Pantry,International,2024-01-17 10:28:00.000
00815154020008,NOS ORIGINAL US 1/16OZ,Beverages,Energy Drinks,2024-01-17 17:15:00.000
00076808003031,Premium Traditional Tomato Sauce Barilla 24oz Sauce Jar USA,Pantry,Pasta & Pasta Sauces,2024-01-16 09:03:00.000
00052100040837,MCCORMICK GRILL MATES BARBECUE DRY RUB,Pantry,Spices & Seasonings,2023-12-08 06:15:00.000
00077975093467,"Snyder's of Hanover Pretzels, Homestyle Pretzel Rings, 12 Oz",Pantry,Snacks,2024-01-19 06:44:00.000
00020685001383,"Cape Cod Potato Chips, Sea Salt and Vinegar Kettle Chips, 2.5 Oz",Pantry,Snacks,2023-12-14 11:54:00.000
10716270001346,Toffee & Almonds in Milk Chocolate (inner case),Candy,Bulk,2023-12-05 15:32:00.000
10716270001346,Toffee & Almonds in Milk Chocolate (inner case),Candy,Bulk,2023-12-05 15:32:00.000
00731493040609,"Graeter's Seasonal Cinnamon Ice Cream, Handcrafted",Frozen Foods,Ice Cream,2023-12-05 09:03:00.000
00762111258359,STARBUCKS CAFFE VERONA Ground Coffee 28oz Bag,Beverages,Coffee,2024-01-18 13:20:00.000
00762111258366,STARBUCKS Pike Place Roast Ground Coffee 28oz Bag,Beverages,Coffee,2024-01-18 13:12:00.000
40762111261685,STARBUCKS BLONDE KCup Veranda Blend 32 Count 4x13.5oz,Beverages,Coffee,2024-01-18 13:44:00.000
00850251004001,SkinnyPop Popcorn 4.4 ounce Original  popped popcorn Bag,Pantry,Snacks,2024-01-08 08:56:00.000
